,Country,City,Location
4571,Canada,Montreal,
4572,France,toulouse,
4573,Mexico,Merida,
4574,United Kingdom of Great Britain and Northern Ireland,,
4575,United Kingdom of Great Britain and Northern Ireland,,
4576,Kenya,Nairobi,
4577,Peru,Lima,
4578,United States of America,"Denver ,co",
4579,Egypt,Cairo,
4580,Iran (Islamic Republic of),Tehran,
4581,Saint Kitts and Nevis,Basseterre,
4582,Ukraine,Lugansk region,
4583,Chile,Santiago,
4584,United Kingdom of Great Britain and Northern Ireland,Much Hadham,
4585,United States of America,New York City,
4586,South Africa,Potchefstroom,
4587,Peru,LIMA- LINCE,
4588,New Zealand,Dunedin,
4589,Egypt,,
4590,Nigeria,Benue State,
4591,Ghana,Accra,
4592,United States of America,Chicago,
4593,Spain,Madrid,
4594,Nigeria,Lagos,
4595,Mali,bamako,
4596,Cameroon,Yaoundé,
4597,Ireland,Donegal Town,
4598,United States of America,Mineola,
4599,United States of America,"Bridgeport, CT",
4600,Cameroon,Yaounde,
4601,Mexico,Ciudad de México,
4602,United States of America,"Los Angeles, CA",
4603,United States of America,Simi Valley,
4604,Jamaica,Kingston,
4605,Mexico,saltillo,
4606,Philippines,Manila,
4607,United States of America,Newark NJ,
4608,India,Amritapuri,
4609,United States of America,"Juneau, Alaska",
4610,Canada,Ottawa,
4611,Canada,Lethbridge,
4612,Democratic Republic of the Congo,Kinshasa,
4613,Chile,,
4614,Egypt,Alexandria,
4615,Afghanistan,kabul,
4616,United Kingdom of Great Britain and Northern Ireland,London,
4617,Canada,Ottawa,
4618,Cote d'Ivoire,Abidjan,
4619,Canada,Mississauga,
4620,Nepal,Kathmadu,
4621,Barbados,,
4622,United States of America,BEND OR,
4623,India,Mum bai,
4624,Spain,Madrid,
4625,United Kingdom of Great Britain and Northern Ireland,,
4626,Peru,Lima,
4627,Sudan,El-ubayyid,
4628,Iran (Islamic Republic of),,
4629,India,tuticorin,
4630,Mexico,Mexico City,
4631,Zambia,Lusaka,
4632,Colombia,"Pereira, Risaralda",
4633,Nepal,Kathmandu,
4634,Democratic Republic of the Congo,Lubumbashi,
4635,Pakistan,Lahore,
4636,India,meerut,
4637,Fiji,Suva,
4638,Peru,Cajamarca,
4639,Belgium,,
4640,New Zealand,Napier,
4641,Kenya,Nairob,
4642,Italy,Bergamo,
4643,Chile,Santiago,
4644,Indonesia,Bekasi,
4645,India,"Gurgaon, Haryana",
4646,United Kingdom of Great Britain and Northern Ireland,,
4647,Bahrain,Sitra,
4648,Palestine (State of),"Rafah City, the Gaza Strip",
4649,United Kingdom of Great Britain and Northern Ireland,Glasgow,
4650,United Arab Emirates,Ajman,
4651,Viet Nam,Hochiminh,
4652,United Kingdom of Great Britain and Northern Ireland,York,
4653,Nepal,Kathmandu,
4654,Ireland,Castleisland,
4655,Republic of Korea,Seoul,
4656,United Kingdom of Great Britain and Northern Ireland,London,
4657,Burundi,Bujumbura/Kamenge,
4658,United Kingdom of Great Britain and Northern Ireland,,
4659,France,Strasbourg,
4660,France,Lille,
4661,Germany,Heidelberg,
4662,South Africa,klerksdorp,
4663,Colombia,Medellin,
4664,Cameroon,Bamenda,
4665,Australia,Stroud,
4666,Bahrain,Manama,
4667,United Kingdom of Great Britain and Northern Ireland,Kings Lynn,
4668,Malaysia,Malacca,
4669,United Kingdom of Great Britain and Northern Ireland,london,
4670,Austria,Vienna,
4671,Morocco,CB,
4672,New Zealand,Dunedin,
4673,United States of America,"New York, NY",
4674,Australia,perth,
4675,United Kingdom of Great Britain and Northern Ireland,"Glossop, Derbyshire",
4676,Italy,Cumiana (TO),
4677,Nigeria,Abeokuta,
4678,Namibia,Windhoek,
4679,France,MARTINIQUE (French West Indies/ European overseas),
4680,United States of America,"Windsor, CT USA",
4681,Colombia,Cartagena de Indias,
4682,India,,
4683,Kosovo,Pristina,
4684,Argentina,Caba,
4685,Argentina,Santa fe,
4686,Argentina,Buenos Aires,
4687,Mexico,Queretaro,
4688,Costa Rica,San Jose,
4689,Mexico,Guadalajara,
4690,Dominican Republic,Santo Domingo,
4691,Uruguay,Montevideo,
4692,Argentina,salta,
4693,Honduras,Tegucigalpa,
4694,Kenya,Nairobi,
4695,Colombia,Bogota,
4696,Colombia,Bogotá,
4697,Argentina,"Santa Rosa, La Pampa",
4698,Chile,Santiago,
4699,Argentina,Buenos Aires,
4700,Spain,Madrid,
4701,Argentina,Junin de los Andes - Neuquén,
4702,Spain,,
4703,Egypt,Cairo,
4704,Australia,Sydney,
4705,Chile,Talcahuano,
4706,India,Bangalore,
4707,Nigeria,ABEOKUTA,
4708,Spain,Las Palmas de Gran Canaria,
4709,Spain,Badajoz,
4710,Mexico,Villahermosa,
4711,Mexico,"Puebla, Puebla",
4712,Spain,Madrid,
4713,Mexico,San Luis Potosi,
4714,Mexico,Chiapas,
4715,Mexico,Mexico City,
4716,Mexico,"Xalapa, Veracruz",
4717,Argentina,Quilmes,
4718,Chile,Santiago de Chile,
4719,Democratic Republic of the Congo,Pelende/Kasongo-Lunda/Bandundu,
4720,Argentina,Buenos Aires,
4721,South Sudan,Western equatoria Yambio,
4722,Uruguay,Punta del Este,
4723,India,New Delhi,
4724,Mexico,,
4725,Guatemala,GUATEMALA,
4726,France,COMPIEGNE,
4727,Mexico,"Puebla, Puebla",
4728,Belgium,NAMUR,
4729,Belgium,Brussels,
4730,United Kingdom of Great Britain and Northern Ireland,Oban,
4731,Nigeria,,
4732,Chile,Santiago,
4733,Cameroon,Ngaoundere,
4734,Canada,Thorold,
4735,Senegal,Thies,
4736,Nicaragua,Managua,
4737,United Kingdom of Great Britain and Northern Ireland,London,
4738,United States of America,Oxnard,
4739,Argentina,"Buenos Aires, Capital Federal",
4740,Mexico,Mexico City,
4741,United States of America,New York,
4742,Nepal,pokhara,
4743,United States of America,New York City,
4744,Australia,,
4745,Norway,Oslo,
4746,Canada,Toronto,
4747,Iran (Islamic Republic of),rasht,
4748,Nigeria,Abuja,
4749,Canada,Toronto,
4750,United States of America,"Seattle, Washington",
4751,Chile,Santiago,
4752,Spain,Madrid,
4753,United States of America,"Elbridge, NY",
4754,France,Fort de france,
4755,Spain,Barcelona,
4756,Mexico,"Mineral de la Reforma, Hgo.",
4757,Bhutan,Thimphu,
4758,Spain,Las Palmas,
4759,Mexico,Mexico City,
4760,United States of America,San Francisco,
4761,Sierra Leone,Freetown,
4762,Honduras,Tegucigalpa,
4763,El Salvador,San Salvador,
4764,Dominican Republic,Santo Domingo,
4765,Senegal,THIES,
4766,Canada,Thorold,
4767,United Kingdom of Great Britain and Northern Ireland,,
4768,United States of America,Los Angeles,
4769,United States of America,Mesa/Arizona,
4770,Spain,"Palma de Mallorca (yes, I´m pretty lucky)",
4771,Mexico,México,
4772,Pakistan,Karachi,
4773,Democratic Republic of the Congo,,
4774,United Kingdom of Great Britain and Northern Ireland,London,
4775,Ghana,Accra,
4776,United States of America,"Bozeman, mt",
4777,Congo,,
4778,United Kingdom of Great Britain and Northern Ireland,Nottingham,
4779,Nigeria,Ijebu Ode,
4780,Spain,,
4781,South Africa,,
4782,Austria,Vienna,
4783,United Kingdom of Great Britain and Northern Ireland,Belfast,
4784,Ecuador,Quito,
4785,Nigeria,"Agege, Lagos",
4786,Nigeria,Abuja,
4787,Italy,Torino,
4788,Zambia,Livingstone,
4789,United States of America,"Baltimore, Maryland",
4790,Jamaica,Kingston,
4791,Democratic Republic of the Congo,Kinshasa,
4792,Austria,Graz,
4793,Austria,,
4794,United States of America,GOODYEAR,
4795,Argentina,Buenos Aires,
4796,Libya,tripoli,
4797,Spain,Madrid,
4798,Colombia,Bogotá,
4799,Netherlands,,
4800,Argentina,"SAN CARLOS DE BARILOCHE ,RIO NEGRO",
4801,Tajikistan,Khujand,
4802,Georgia,Тбилиси,
4803,Republic of Korea,Seoul,
4804,Nigeria,Abuja.,
4805,Canada,Toronto,
4806,Mexico,"Guadalajara, Jalisco",
4807,Mexico,"Cosamaloapan, Veracruz",
4808,Mexico,Guadalajara,
4809,Chile,Temuco,
4810,Mexico,Chetumal,
4811,Mexico,Ciudad de México,
4812,Netherlands,Tilburg,
4813,Nigeria,Ekpan-Warri,
4814,United States of America,"Columbus, Ohio",
4815,Mexico,Guadalajara,
4816,Argentina,Buenos Aires,
4817,Canada,Nanaimo,
4818,Uruguay,Canelones,
4819,Italy,Milan,
4820,Mexico,"Zapopan, Jalisco",
4821,Netherlands,The Hague,
4822,Canada,Vancouver,
4823,Spain,,
4824,Mexico,Jalisco,
4825,Peru,Lima,
4826,Uruguay,Montevideo,
4827,Philippines,Manila,
4828,Philippines,Manila,
4829,Mexico,Mexico-City,
4830,United States of America,Hudson,
4831,United States of America,,
4832,United States of America,"Allyn, WA",
4833,Australia,Perth,
4834,Belarus,c,
4835,Venezuela (Bolivarian Republic of),Caracas,
4836,China,Macao,
4837,Austria,Vienna,
4838,Panama,Panama,
4839,Philippines,Quezon City,
4840,Brazil,,
4841,Mexico,"Mineral de la Reforma, Hidalgo",
4842,United States of America,"Phoenix, Arizona",
4843,China,YUNNAN,
4844,France,Angouleme,
4845,Australia,Sydney,
4846,Canada,Toronto,
4847,Colombia,Bogota,
4848,United States of America,Peoria AZ,
4849,Philippines,Quezon City,
4850,Nigeria,Lagos,
4851,Egypt,Alexandria,
4852,Peru,Lima,
4853,Indonesia,Bekasi,
4854,Nigeria,Abuja,
4855,Colombia,Bogotq,
4856,Venezuela (Bolivarian Republic of),Caracas,
4857,Jamaica,Kingston,
4858,Mexico,"Guadalajara, Jalisco",
4859,Peru,Lima,
4860,India,Lucknow,
4861,Kenya,Nairobi,
4862,United States of America,,
4863,Fiji,,
4864,Iran (Islamic Republic of),Ardabil,
4865,Antigua and Barbuda,St. John's,
4866,Thailand,bangkok,
4867,Pakistan,Islamabad,
4868,Austria,bregenz,
4869,Uganda,Kampala,
4870,Philippines,Quezon City,
4871,Spain,Hernani,
4872,Nigeria,Lagos,
4873,Lebanon,Beirut,
4874,India,lucknow,
4875,Kenya,Nairobi,
4876,Kenya,Nairobi,
4877,Australia,Perth,
4878,India,,
4879,Kenya,,
4880,Spain,Madrid,
4881,Kenya,,
4882,United Kingdom of Great Britain and Northern Ireland,Holyhead,
4883,United States of America,"La Quinta, California, USA",
4884,Netherlands,Amsterdam,
4885,Mauritius,Plaines wilhems,
4886,United States of America,"Paul, Idaho",
4887,Kenya,Nairobi,
4888,Lesotho,Maseru,
4889,United States of America,Bodega Bay,
4890,Spain,Barcelona,
4891,Germany,,
4892,India,lucknow,
4893,India,"Lucknow,Uttar Pradesh",
4894,India,lucknow,
4895,India,lucknow,
4896,India,Lucknow,
4897,India,lucknow,
4898,Australia,Perth,
4899,India,lucknow,
4900,India,lucknow,
4901,India,lucknow,
4902,Germany,Berlin,
4903,India,Lucknow,
4904,India,LUCKNOW,
4905,India,Lucknow,
4906,India,lucknow,
4907,India,lucknow,
4908,India,LUCKNOW,
4909,India,lucknow  utter pradesh,
4910,India,lucknow,
4911,India,lucknow,
4912,Norway,Oslo,
4913,France,Vegeta,
4914,Spain,"Pineda de Mar, Barcelona",
4915,India,lucknow,
4916,India,lucknow,
4917,Austria,Mödling,
4918,Kenya,Nairobi,
4919,Cameroon,yaoundé,
4920,India,lucknow,
4921,India,LUCKNOW,
4922,India,LUCKNOW,
4923,Australia,Melbourne,
4924,India,lucknow,
4925,India,lucknow,
4926,India,LUCKNOW,
4927,Kenya,NAIROBI,
4928,Spain,Barcelona,
4929,Netherlands,,
4930,Netherlands,Gouda,
4931,Denmark,"Copenhagen, where I work. Elsinore, where I live",
4932,India,Lucknow,
4933,South Africa,Pretoria,
4934,Cote d'Ivoire,abidjan,
4935,United Kingdom of Great Britain and Northern Ireland,,
4936,South Africa,Johannesburg,
4937,Austria,Krems,
4938,India,Lucknow,
4939,Spain,Madrid,
4940,Germany,,
4941,Italy,Bergamo,
4942,Sweden,Skaerholmen,
4943,India,Mumbai,
4944,India,Bangalore,
4945,Italy,Rome,
4946,Senegal,Bambey,
4947,Republic of Korea,kyungsangbuk-do andong,
4948,China,Beijing,
4949,Iran (Islamic Republic of),Mashhad,
4950,United Kingdom of Great Britain and Northern Ireland,London,
4951,United Kingdom of Great Britain and Northern Ireland,London,
4952,Mali,bamako,
4953,Austria,Vienna,
4954,Netherlands,amsterdam,
4955,Italy,Rome,
4956,South Africa,Port elizabeth,
4957,Portugal,LISBOA,
4958,Cameroon,Yaounde,
4959,United Kingdom of Great Britain and Northern Ireland,London,
4960,India,Lucknow,
4961,China,,
4962,China,浙江,
4963,Austria,Vienna,
4964,Denmark,Odense,
4965,Portugal,Lisbon,
4966,Cameroon,Yaounde,
4967,China,,
4968,China,,
4969,China,Beijing,
4970,Kenya,NAIROBI,
4971,China,shenzhen,
4972,China,beijing,
4973,China,SHANGHAI,
4974,China,shenzhen,
4975,United States of America,,
4976,United Kingdom of Great Britain and Northern Ireland,London,
4977,United Kingdom of Great Britain and Northern Ireland,Sutton Coldfield,
4978,China,内蒙古包头市铁路包头西站,
4979,Portugal,Lisboa,
4980,China,GuangZhou,
4981,China,Shanghai,
4982,China,Yichang,
4983,China,Guilin,
4984,France,paris,
4985,China,beijing,
4986,China,青岛,
4987,China,,
4988,China,Beijing,
4989,China,ShanDong Province,
4990,Italy,rome,
4991,China,chongqing,
4992,China,Xiamen,
4993,China,南阳,
4994,China,Shanghai,
4995,China,甘肃省白银市会宁县,
4996,Jordan,Amman,
4997,China,shanghai,
4998,United Kingdom of Great Britain and Northern Ireland,,
4999,China,Beijing,
5000,China,beijing,
5001,China,Chang Sha,
5002,China,北京,
5003,China,beijing,
5004,Nigeria,Edo,
5005,China,Guangzhou,
5006,China,Chongqing,
5007,China,Beijing,
5008,United Kingdom of Great Britain and Northern Ireland,"Morecambe, Lancashire",
5009,China,,
5010,Austria,Vienna,
5011,China,郑州,
5012,China,Foshan,
5013,China,辽宁省葫芦岛市龙岗区龙湾大街969 号电话13268276364希望联合国找到我谢谢,
5014,China,杭州,
5015,China,吉林省,
5016,Armenia,Yerevan,
5017,China,,
5018,Armenia,yerevan,
5019,China,武汉,
5020,China,beijing,
5021,Bhutan,Thimphu,
5022,China,Beijing,
5023,Kenya,NAIROBI,
5024,India,Bangalore,
5025,China,Shanghai,
5026,Mozambique,Maputo,
5027,Israel,Rehovot,
5028,China,Taiyuan,
5029,Uganda,Kampala,
5030,China,连云港,
5031,Austria,Vienna,
5032,Afghanistan,Kabil new city,
5033,Nigeria,Nasarawa Kano,
5034,Spain,Tàrrega,
5035,China,Guangzhou,
5036,China,广东省广州市,
5037,China,城,
5038,China,guangzhou,
5039,Australia,Melbourne,
5040,China,changzhi,
5041,China,,
5042,Guinea,Kankan,
5043,Armenia,Yerevan,
5044,Nigeria,IJEBU ODE,
5045,China,北京,
5046,Nigeria,Enugu,
5047,China,ChongQing,
5048,China,guangzhou,
5049,Canada,"Kippen, Ontario",
5050,Argentina,Rosario,
5051,Burkina Faso,bobo dioulasso,
5052,Spain,Barcelona,
5053,Canada,,
5054,Armenia,Yerevan,
5055,Tunisia,BIZERT,
5056,China,beijing,
5057,China,,
5058,China,Zhuzhou,
5059,China,Beijing,
5060,Spain,Madrid,
5061,Madagascar,,
5062,China,Wuhan,
5063,United Kingdom of Great Britain and Northern Ireland,London,
5064,Norway,,
5065,Switzerland,Geneva,
5066,India,Lucknow,
5067,China,Beijing,
5068,Sri Lanka,Matara,
5069,China,山东省济南市历下区,
5070,Cameroon,Yaounde,
5071,India,Lucknow,
5072,Canada,Toronto,
5073,Nigeria,"Akungba Akoko, Ondo State",
5074,Canada,Montreal,
5075,France,Paris,
5076,United Kingdom of Great Britain and Northern Ireland,birmingham,
5077,Brazil,Curitiba,
5078,China,Ningbo,
5079,Canada,White Rock BC,
5080,India,Lucknow,
5081,United States of America,"Chapel Hill, NC",
5082,Netherlands,,
5083,Spain,Madrid,
5084,Canada,,
5085,China,,
5086,China,中国山东临沂市兰山区,
5087,Armenia,Yerevan,
5088,Switzerland,Geneva,
5089,China,Guangzhou,
5090,Germany,Bonn,
5091,United Kingdom of Great Britain and Northern Ireland,Llandudno,
5092,Spain,Madrid,
5093,Spain,Barcelona,
5094,Spain,andoain,
5095,Nigeria,Lagos,
5096,Kenya,Nairobi,
5097,Spain,,
5098,Guatemala,Guatemala,
5099,Canada,,
5100,Canada,toronto,
5101,Brazil,Sao Paulo,
5102,United States of America,,
5103,Austria,Vienna,
5104,Ukraine,Мариуполь,
5105,Brazil,"Belo Horizonte, Minas Gerais",
5106,Canada,Calgary,
5107,Canada,,
5108,Ghana,Accra,
5109,China,Canton,
5110,Canada,calgary,
5111,Canada,Chilliwack,
5112,Canada,,
5113,China,,
5114,Armenia,Yerevan,
5115,Brazil,,
5116,Italy,,
5117,Costa Rica,San José,
5118,China,"Dalian,Liaoning  , China",
5119,El Salvador,San Salvador,
5120,China,weihai,
5121,Canada,vancouver,
5122,China,Sanmenxia,
5123,Guatemala,Guatemala,
5124,Portugal,Lisbon,
5125,Trinidad and Tobago,Laventille,
5126,Italy,,
5127,Netherlands,"Willemstad, Curacao",
5128,Canada,Vanvouver,
5129,Canada,"Victoria, BC",
5130,United Kingdom of Great Britain and Northern Ireland,,
5131,Guatemala,Guatemala,
5132,Trinidad and Tobago,port of spain,
5133,Haiti,Pétion-Ville,
5134,Canada,"Victoria, BC",
5135,China,,
5136,Republic of Moldova,Chisinau,
5137,Albania,Shkoder,
5138,United Kingdom of Great Britain and Northern Ireland,Liphook,
5139,Canada,"Waterloo, Ontario",
5140,Peru,LIma,
5141,United States of America,,
5142,United Kingdom of Great Britain and Northern Ireland,"Totnes, Devon",
5143,India,Lucknow,
5144,Philippines,,
5145,United States of America,New York,
5146,Canada,,
5147,Mexico,Obregon,
5148,Nigeria,Gusau,
5149,United States of America,DC,
5150,Netherlands,Amsterdam,
5151,India,Lucknow,
5152,Palestine (State of),Ramallah,
5153,Uruguay,Montevideo,
5154,Iran (Islamic Republic of),Tehran,
5155,Nigeria,kaduna,
5156,Mexico,Ciudad de México,
5157,Canada,Kelowna,
5158,China,,
5159,United Kingdom of Great Britain and Northern Ireland,Liverpool,
5160,Mexico,zinacantepec,
5161,United Kingdom of Great Britain and Northern Ireland,Yarm Northern England,
5162,Canada,Edmonton,
5163,Mexico,Guadalajara,
5164,Zimbabwe,Bulawayo,
5165,Mexico,"Cd, Obregón, Sonora.",
5166,Peru,LIMA,
5167,China,Henan,
5168,United States of America,"Marlborough, MA",
5169,Brazil,Brasília,
5170,Spain,Madrid,
5171,United States of America,Bethpage,
5172,Canada,Victoria,
5173,Saint Lucia,gros islet,
5174,Saint Lucia,Gros Islet,
5175,Uruguay,Montevideo,
5176,Viet Nam,Hochiminh,
5177,Burkina Faso,Ouagadougou,
5178,Nepal,kathmandu,
5179,Peru,Chimbote,
5180,United Kingdom of Great Britain and Northern Ireland,London,
5181,Saint Lucia,Gros-Islet,
5182,Norway,,
5183,United States of America,"Kalamazoo, MI",
5184,Saint Lucia,Castries,
5185,Saint Lucia,Gros Islet,
5186,United States of America,"St. Louis, Mo",
5187,Saint Lucia,Castries,
5188,Trinidad and Tobago,San Fernando,
5189,Cameroon,Douala,
5190,Saint Lucia,Castries,
5191,Costa Rica,San Pedro Montes de Oca,
5192,Austria,Vienna,
5193,Ghana,Sunyani,
5194,Mexico,Mexico City,
5195,United States of America,Wilimington Delaware,
5196,Netherlands,,
5197,Mexico,Playas de Rosarito BC,
5198,New Zealand,Auckland,
5199,United Kingdom of Great Britain and Northern Ireland,LIVERPOOL,
5200,Peru,Lima,
5201,Honduras,"Trujillo, Colon",
5202,United States of America,Raleigh,
5203,Mexico,Guadalajara,
5204,United States of America,New York,
5205,Canada,Nova scotia,
5206,United States of America,Carson,
5207,Brazil,São Luís,
5208,Uruguay,Montevideo,
5209,Guatemala,,
5210,Finland,Helsinki,
5211,Greece,ATHENS,
5212,Finland,,
5213,Canada,Toronto,
5214,Kenya,Mombasa,
5215,South Africa,Durban,
5216,Canada,,
5217,Argentina,Resistencia,
5218,Honduras,San Pedro Sula,
5219,Denmark,Skanderborg,
5220,France,Avignon,
5221,United States of America,"Wichita, KS in US",
5222,Germany,Springe,
5223,Guatemala,Guatemala,
5224,United Kingdom of Great Britain and Northern Ireland,Leeds,
5225,Ecuador,Quito,
5226,Mexico,jalisco,
5227,Panama,Ciudad de Panamá,
5228,Jordan,,
5229,United States of America,,
5230,United States of America,"Belleville, Il 62223",
5231,United States of America,,
5232,Austria,,
5233,Colombia,Bogota,
5234,Sudan,khartoum,
5235,United Kingdom of Great Britain and Northern Ireland,london,
5236,Spain,Barcelona,
5237,Democratic Republic of the Congo,kinshasa,
5238,United States of America,"Belleville, IL",
5239,United States of America,"Albany, NY",
5240,Canada,,
5241,Nigeria,Umuahia,
5242,India,Bangalore,
5243,Canada,Toronto,
5244,Philippines,Makati City,
5245,United Kingdom of Great Britain and Northern Ireland,Erskine,
5246,Canada,Redvers,
5247,United States of America,"Brooklyn, NY",
5248,Canada,Peterborough,
5249,Barbados,St. Michael,
